date,acquirer,target,value,sector,importance,source,url,title,status
2026-06-10,Ligand,XOMA Royalty,$39.00 per share plus CVR,Healthcare,3,Stock Titan,https://news.google.com/rss/articles/CBMirwFBVV95cUxQVlhzdGNiN1RqTmw4Y3M5VVZMQkhZcVNqUTd1djFRSDFrVXRfNTRWUGNnMEVYcVZCVUxaY3FzMm85a0dUZHp4V3pydHY1eXk2alJSNVI1TXBLU1oxU0k2Uk5mZm41Vlh1N1Uxdmk0cEdXb3FwOEpxY1E2OHhxQU00Rm5SNXpoanNnY0RLU0dPVnlncXR0UDZmZmhISHdTWkVqU2s1MEFybnE1M1F4TVVJ?oc=5,Ligand to Buy XOMA Royalty (NASDAQ: XOMA) for $39.00 Cash Plus CVR,closed
2026-06-10,India Cements,FPEL Services (12.48% stake),₹10.78 crore,Materials,1,scanx.trade,https://news.google.com/rss/articles/CBMixAFBVV95cUxNd2lzaEVXVHZHQVBrSkhXVEJkVkNqdUdONGl3S0FLZXlOVkJPSDFBMElBTWZGdWlUdjdTUW9HdzhTN294WjRVMDVSX2hmQ3JhcjlqelV2QWo5WXZkN3ZCbnVSdjNpRTlKelhobksteE5JN3Fwd09jUEJvTTRnMm1sYWJUeHRmVm5kNkl2cjFVV3BIdm1RYW9ydzFNZzhYT2ZsQ0l5Nmg5VGI2U1dfTzE1Zk8zRlFNd2N1bk01UTFVcjd6SkNV?oc=5,India Cements to acquire 12.48% stake in FPEL Services for ₹10.78 crore,closed
2026-06-10,TDK Corporation,"Fabric8Labs, Inc.",$400 million,Technology,3,marketscreener.com,https://news.google.com/rss/articles/CBMi3gFBVV95cUxNcmVUdWcwRnFnM2tTT1k4bmRfRWNManE5Wk11aUJvNW9TVjlDUnJhbEctQ2dwZ2hSSGR4TlFZbzY1YThRN0tTbnFtcWZzX1Y3ZlEwRzYwWG9HczIxRXNRQWVINGEydXZueW5PVDJhalNWcUI2T0tfeWpXelVpNlN3QkE4ZVlMd2wySmowTnltSG9oQTd0cF9UUG5TR1p3NmVJVl9QVE1rbWhwQlZOcVhQU3NMamFIRWt4cjZVWjNPRlRIaWNoaHlyVS1qUWYzQUNrQllJdFNMWFU1dDhmS2c?oc=5,"TDK Corporation entered into definitive agreement to acquire Fabric8Labs, Inc. for $400 million.",closed
2026-06-10,Ennoconn,Kontron,,Technology,3,marketscreener.com,https://news.google.com/rss/articles/CBMiwgFBVV95cUxPUzFYaFl5c29GLXJCd3Zzd3VKcW1NZHhVdnVPLXV1a2w1Q05NX0NDUmhDZzlCS0dDcmZzZHBsV3NYbzB0RnRFZmNObzhvUmF2V2NJck5rVl81emN0UXRFRW4wNnE4N3hWSGhzSFpYTUdrd3FRSHhVSDNEYTgxUGwzN2xvZ3RTd3dfMi1sTHlzR2VRelFPSFhIZXhJeTRDS0JPQW10VU56cVBNbm5Wa0o2RXNLZVFtbW9OMjNfM2JCdjltdw?oc=5,Major shareholder Ennoconn to launch mandatory takeover bid for Kontron,pending
2026-06-10,APA Group,"Savant Alaska, LLC",$70 million,Energy,2,marketscreener.com,https://news.google.com/rss/articles/CBMixgFBVV95cUxNZDJGVW5LaDFySjQ0dGNwR0VOVGRKUXVmYjVpOHZMdE1VTHF5bmotZndKOEhxYmx3Ry1QRTZOZHkwLWowTUhpdGttRkdMU09UM29QbWVoeTlzZDJjVUJNYjZoNHcydkVUdXBXQjVWMnpIWDl0RC1jY21MaWlsUnpjaFBXMm5RdHVlWVpSQ1Z5Q0lUb2RWMXdMRVRpNVBGVmxRTWFKQnZkV0ZnREp0WjZZMHY0NFRZWnpCaXlIVlcxN05HMTBoT2c?oc=5,"APA Group agreed to acquire Savant Alaska, LLC for approximately $70 million.",closed
2026-06-10,KKR,DCC,$7.6 billion,Industrials,4,Reuters,https://news.google.com/rss/articles/CBMizwFBVV95cUxPV1lnMlJNT1N4aHR0THdNcU5qNXYtNzhZUV9CZmVVZFdWRDFBOGZqX3Y1LXI2ak5lUG1XQXZZUWV0NWVBVU15bzdBbm9UZ2hXXzc0cnBULXdkVGdIYTlYcGNVOXRVUm5aNm9vMTNlcms0NXNFcFkxWEV5UGxzbWdJWFFzMlRXVTRwN2tQQlo0YUZuZUR5NWw3VU9wS29sTWNEblktTjlidWh4cHB4N1JjX0RIQzlwVEgxQTJGMFpmdC1YYXE0amZsQWlvWm9ZRE0?oc=5,Ireland's DCC signals support for sweetened $7.6 billion buyout bid,pending
2026-06-10,,Caesars,$17.6 billion,Consumer Discretionary,5,Northern Nevada Business Weekly,https://news.google.com/rss/articles/CBMioAFBVV95cUxQZnhmN3NBYlRicnppb3ktT0QzenlES2tyc0NVWlNwcnIxSmU5bDd3Z3BjSGhjZVBlZGtOVU5SZ3JoNjg4MUhWcUwxY2plUENDWmZtQVZZQXNwcTEyMWxNX2dRTmhaN09tczBQdGhKOXhibXZLanVrWFVxWUxmNldQbkdUaFFxeUR2aUVNeXVBWGlQekxLSDBJTHI3aWd0UkxK?oc=5,Agreement for $17.6 billion cash purchase of Caesars announced,closed
2026-06-10,BizLink,Interplex Datacom,$850 million,Technology,3,Electronics For You BUSINESS,https://news.google.com/rss/articles/CBMiqAFBVV95cUxPU25qZG1fcFpZUG5ybExUN2hVazllMTAteWw5Z2loSW1iVnRNZVgyTjl2R1N5Y3Vwd0VrRlVydVNMaVhoMjJQYnhDUHNjdzJEUUMtZXp4Qjl6bU5PSDdFWnBoUlp5c0U5N0J3a0hSNm9VLWV2ZnQ3ZG5SU2JYVkthaVpoMW9FbzdGdGZMdF85aXViNnFwV3JkVDA5OWx4aUFJWlR2NmxfVkQ?oc=5,BizLink To Acquire Interplex Datacom In $850 Million Deal,closed
2026-06-10,Amwins / Dragoneer,Steadfast,$5.4 billion,Financials,4,InsuranceAsia News,https://news.google.com/rss/articles/CBMikwFBVV95cUxQOFgwaVJ5UWc1cmphUDRFTHBvQmlmeFJEaXBJNU5Tb0NSSGkzQVI1Rk04QXR2SUR4YV81dzdZbDF1N2pyZkpDcTEzU1JuZ3RrSTl6NzhhRjkxYmQ1bDdLMUw5dWkxVFlMbmE5dDRteHBVdDdTOGhZaVRBNDQ4aVVxamNVekRIOV84ZWxmV1hwY0luWnM?oc=5,"Steadfast draws US$5.4bn takeover bid from Amwins, Dragoneer",pending
2026-06-10,Diamond Infraco,Atlas Arteria,,Industrials,3,TipRanks,https://news.google.com/rss/articles/CBMiygFBVV95cUxPU3lGa21CT3BibVNVSFY3UG1GSXlxNVJhV1pEWVIyWFNVTXhkd0FtbW0xTGpackNyTk10ck0tVDBFZXJmQ0czbkJleVFTUUJyUmZTRjJCbHZjelpqR2xCT3JWaWR4TXl4QjJlZndlTUxEblhMQWxsc0laU1R0LTYzY1dFaGxvWmlubXFTZG54dHgyeEVPNmxMcVktN09NeV9pZWdIZW1MZFZ3M3RjM2pVT3lBd0JsM3pieS1mNXV0SkdMOTJjRkVZbUFR?oc=5,Diamond Infraco Extends Atlas Arteria Takeover Offer and Clears Key Conditions,pending
2026-06-10,ABL Diagnostics,Texcell France,,Healthcare,2,marketscreener.com,https://news.google.com/rss/articles/CBMi0AFBVV95cUxPd29VQ2R5UUJPTXN5bEZXQ2pvdkk4OEFjVVhfQS1fY1JiZnRwOVRKSmpmMVBXS1Y4YmI0aEdfRzB6T2FhSmYtaXJiaTJPdnBFbzRYa3h1VDlhdzZfNGRqY0JwRXJObk1kNFRYMmp5WEMwUXRIYWZYbDh3aXNjT1VjTzY5QTVoenRZbjR4VzEtZFBzNVd6VzBRWThHeDVZcmplWGtKR05UQlhFbk5fZlFmMHh6aHVYLVg2R05PVmdRY0d6TTdMeEFCX2VOdHJFVkND?oc=5,ABL Diagnostics (ABLD) Announces the Submission of a Takeover Bid for Texcell France,pending
2026-06-10,US consortium,Steadfast Group,$7.7B,Financials,4,Business News Australia,https://news.google.com/rss/articles/CBMizAFBVV95cUxQZ181cmthbnZLYlhueTJEcDdEZkl5M2NiYUtzRzVZam9WNDVmWnplVG0yRldiT0pLLWhhcTR4UFBicTllUF96WmNpWTljZXJPRWo0aVZZZmtmdG82T0ppb3UteDZfcldKTlRNMTZFeHEwTVZFbDBVbUNLQll6Z0thOGk1RHY4Qmxlc191WFpfb200RzFvZ0plZmRQZC00a3hKNDM5bWU4YW1aTGJfTmJ4bXloNGdESHduNncxMXAwVDJqbGJCM0tHenV0Wk0?oc=5,US consortium ups the ante in battle for Steadfast Group with $7.7b bid priced at a big premium,pending
2026-06-10,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/2064124/000149315226028126/form8-k.htm,"[8-K] Figure Technology Solutions, Inc.  (FGRS, FIGR)  (CIK 0002064124)",pending
2026-06-10,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/937556/000110465926072151/tm2617395d1_8k.htm,[8-K] MASIMO CORP  (MASI)  (CIK 0000937556),pending
2026-06-10,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/875045/000095015726000699/form8-ka.htm,[8-K/A] BIOGEN INC.  (BIIB)  (CIK 0000875045),pending
2026-06-10,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/2041610/000110465926072030/tm2610616d4_8k.htm,[8-K] Paramount Skydance Corp  (PSKY)  (CIK 0002041610),pending
2026-06-10,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/48287/000095010326008782/dp248223_ex1001.htm,[8-K] HNI CORP  (HNI)  (CIK 0000048287),pending
2026-06-10,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1606498/000110465926072432/tm2614353-2_defm14a.htm,"[DEFM14A] AVANOS MEDICAL, INC.  (AVNS)  (CIK 0001606498)",pending
2026-06-10,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/791908/000119312526266069/d137792ddefm14a.htm,"[DEFM14A] XOMA Royalty Corp  (XOMA, XOMAO, XOMAP)  (CIK 0000791908)",pending
2026-06-10,,,,,1,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1753373/000149315226028104/form8-k.htm,"[8-K] M2i Global, Inc.  (MTWO)  (CIK 0001753373)",pending
2026-06-09,Bain Capital,FDH Aero,,Industrials,3,William Blair,https://news.google.com/rss/articles/CBMie0FVX3lxTE5uSEtnUW1LalYzM05Jc1pzNTBlcFNhTmVfbTQ1SWQxcXZ6b0VKTF9oQWNIelRoSUd3eGJGWmVPZlMtRTdnWm9reXRJeTdrSGw5SWtLVVBjaXdNc05fS1c5MEx6SVJ0VlhwMnFULVVHMF9UVnVHbHcxMHBYQQ?oc=5,FDH Aero and Bain Capital Transaction,pending
2026-06-09,Paramount,Warner Bros Discovery,$110B,Communications,5,The Guardian,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQWGdtNFJEVHBpNEVpcTdfS0NkZU96c2hCX29EUndvbTNnZllrWGRRN3IyeXZJNzlwWk4wOGlTTjFsaXc1cks5TXVuUnY4NTdyZmNsclVHR3B1RHZwNFd6bWt3YlJWQmllR3dIMDBFX1lDSXc4aWhDeVpwS1BTLWhGc0NOMnZpT3R5Yy04TGItRnNoUy16em5LS1pTVmhaZXQ2U2hMMVVzOFlHZw?oc=5,UK watchdog to look at Paramount’s $110bn takeover of Warner Bros Discovery | Competition and Markets Authority,pending
2026-06-09,Lisata Therapeutics,Kuva Labs,,Healthcare,2,TipRanks,https://news.google.com/rss/articles/CBMitwFBVV95cUxOaDd0N01BLVNTR0dac2I3ZWd2eU1pTlRvcllLS2RKcTZKSnRFV0dJODM0eWgzQmE1Q0wwNzdoVl9EeDRvTDQyQl80ZzAwRmYxQjV1Y0Y5QUlua3BLM1lQSGRuWVV1LVcwbEx6eFE1Mk1INGVGbjY4U2NDRGhrT2xqVFNVWlFRNTJLQldHQVpXNWxtU2pMLUlSY3FUS1hPaGNva3FsZjcxNm16R1ZfYlV3djVPTnJEQTQ?oc=5,Lisata Therapeutics Amends Kuva Labs Merger Agreement Timeline,pending
2026-06-09,,,,,1,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/2085177/000182912626006240/quasaredgeacq_ex99-1.htm,"[8-K] QuasarEdge Acquisition Corp  (QRED, QRED-RI, QRED-UN)  (CIK 0002085177)",pending
2026-06-12,,KORE (NYSE: KORE),$9.25 per share,Technology,2,Stock Titan,https://news.google.com/rss/articles/CBMitwFBVV95cUxOeFIxd1RMUE4yRzNWcWdBU1FMdHNNNlU2d2xOelBURjN0SXN0dVhyWm1peUFfRTd0NkFFaUU0RjRFN28wb3kya2E5NlpTTDlsR2FkWl8tbVFLX0lReDVldUg2ZXl1WDZrdFVseG9hNzE5Z2l0Y1EzeXVMS0RIcDY2SEZYZFNLb1JWbFRXMlJncm96dXpkNUUwZzl0d3Q4aGdLRjRGdm15UlZKZ3Q5Rm9vS0J2eVFPS00?oc=5,KORE (NYSE: KORE) to be acquired at $9.25 per share in proposed deal,pending
2026-06-12,Berkshire Hathaway,Taylor Morrison (NYSE: TMHC),$72.50 per share,Consumer Discretionary,4,Stock Titan,https://news.google.com/rss/articles/CBMiygFBVV95cUxNc3hPQzBmeXV4dEVIMkpBTkRoM09KaEhaU2puQ09XaDZFYXBfUDVGcWpNZ2FUR2x3YUN3Z29XYkVjRG01XzZNMVdnSjZwV3VjOHJlUnpWM2xPbDFUT2ZiVFU0UlMyNTZMUnVPRXloOGtCdmlzd0RkTXVxckZmcVk5SndxeDVTb2ZIeTVHR1VFdGFDeVVkbUUxZVl5YUdJT3MzMlZaM1NoZm1fTmJLTi1tNnlvX2t1UmJvcnk4WmRTY1JaZkZCdG1KeUtR?oc=5,Berkshire Hathaway to buy Taylor Morrison (NYSE: TMHC) for $72.50 cash,closed
2026-06-12,Air Industries,Tenax,,Industrials,2,TradingView,https://news.google.com/rss/articles/CBMi2gFBVV95cUxPNkpmdjJMTlBOVWhKS0hLak90UmhBZERhdVlIQVM5LXkxSUV4bTBkWjMyMW0zZFgtejdnMF9aVXVOM0FWVDFRcFBtaUNoZk1VaXdiS05fRHhSbW5mbENZVktua25wZUp2bVI4QlJibXk1Mjhud2dIaXdveFQzWE9OaTZwNEFsblFIVHFhQU5vQ3lEMS1CUmVTYmFqUFFuVG0xdUU5RHZ3djZrclhsSFZsLWRVdS16RG10d3FVM3RpRHRPUEx5Zm5SZXJQSnVaamMzTHRRekEwMWdtZw?oc=5,Air Industries Amends Tenax Merger Terms; Unit Gets $1.97 Million Customer Advance,pending
2026-06-12,Peoples Bancorp (PEBO),Citizens,$8 cash and 2.10 shares,Financials,3,Stock Titan,https://news.google.com/rss/articles/CBMiyAFBVV95cUxNRW9MclZGN0hya003WXQzOXRDb0xSN05qZ0VWWnhDSlRSZktEcEk1YVhVYmtBYUhLbGRJYjdwQ09WVUVNa0pJdmUzTkJQRFN4MlNUd3M0Qzl3NXFTRkRfN3lqM0xmS19OOTFPSlhTX184VjN5MWF3QmdTV1BCa0tNS3RYOTNpYjFhRDZpRy0yS0hsM3FhdDhyMnlvWFFPbDMwZVh4YldRN1ZVU0xxdVpONGR1Tk1oSzlZUGs4VENQOG1kVlNQbnh5VQ?oc=5,Peoples Bancorp (PEBO) to Buy Citizens for $8 Cash and 2.10 Shares,closed
2026-06-12,Pure Casino Entertainment,Gamehost,,Consumer Discretionary,2,TradingView,https://news.google.com/rss/articles/CBMixAFBVV95cUxQdkVIa3NLWW5CX010dDlGeC1WYm5HUjh6bmhxbTQxODdxVXJoR1dGYkw5WDlHZV9feDVNMGw0MzBXYk1MV1g2VW9oX0JZNU80aVZzSDZqQ0ZCRHdkQm84a18xUVM3ODdqSkxVYzg0LTdyM1FSNldPeFEta2lIem0tSk1QRzJVU2tKRFJYS1Mxc3B5eWpZV2R4cmFQYk5EV3JFMHZuYXRJTllvTXFZWTFRYUNSTGlCamNZdng4UmhkeHhoaWFN?oc=5,Gamehost Shareholders Approve Sale to Pure Casino Entertainment,pending
2026-06-12,,Picton Property,,Real Estate,2,Property Week,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQR0k4Ul93QzVvRllIR1hlbmhOWThRU19IMzVTU1VDTVhfMm1oUjhjSjV0Rm9RQ2RmbXRBZDcwSjB0YXFtT2FDMHhId0VUZ2huWjZrSDZrSDZid05hUWMtV1lLNEswbkR1Zm1kSm00REl6T216UWN5X2FVd3JvcjF1TklubUV3bGFVc01IcjdZQWFCRXYzNlp4VFhaYXVieWpuUzR5dHU4WjdoZw?oc=5,Picton Property outperforms MSCI index again as it assesses takeover bid,pending
2026-06-12,Independent Bank,HCB,,Financials,3,TradingView,https://news.google.com/rss/articles/CBMi4wFBVV95cUxQa2FnYkpGSk1pRmhIZ19LSnhyckEzSDJpd2kzTTZVOTluZ3F1bmUxempPNkxyQ3d4SXhlc3VYWVJfaUVrQi1Hb2lpZmQzbkdQQng0SnpBVGxibTlWRjlYeWhtVTRzSGZ3bElUOG41X1JPVzNRNmQyZkFBZndKQ0F6M1BhUDhUN2lwazRUN3BWbDE2Q0VJZ2gxVTVIM3FPa1pmVDljdlhhZF9iZ1h4YWQ5TDM1NWJ4UjIyTjJjSUxCT05JdGxGdWRQSW5xUHdqcjEwbVdrYXBOOXhSb0RZTkcyTmlINA?oc=5,Independent Bank to acquire HCB after Fed and Michigan approvals; merger expected July 1,pending
2026-06-12,Wafra,Navitas Credit,$1.9 billion,Financials,4,citybiz,https://news.google.com/rss/articles/CBMirAFBVV95cUxNZ2drbExmNXFqQU9QQng4TWdJQmh3NXkyaFpsVWdOMGY4T0owOW1CSFBrdjNfWmFDTmVmckdFdW9Wd1BHRVdJWVZvTFJZN0ZlemlmeVMzbnM5bndOYnVScDVEZEtnYVRIT2tUWnFuMFUzRGFfLV83UXV2YVZ5Qk9peHZPOG9nbm85alAtTFBDX3VjdmowdlpLZHB5aG50cDVsT2EtS3gtZTNDUGp4?oc=5,Wafra to Acquire Navitas Credit in $1.9 Billion Equipment Finance Deal,closed
2026-06-12,Sembcorp,Alinta Energy,$4.5 billion,Utilities,5,Mercomindia.com,https://news.google.com/rss/articles/CBMilgFBVV95cUxQTWpQQ2NWc1NCWmlqMHRxM3Qtb2lwSzFRd09XMktJWXhPTFNadFRSaXpOMFpGa05qTm9oX2pOX25KOFVlSmhFLWkzYkRfV1p2UV9FMVhleldXU2p1Y1EtMG03LU1CcGNDQmJyV0tIeElmZGM3dkEwSDZzbk0zWmQzcWduOHZxc1VzazdLMnRGMXBlT0JKSXc?oc=5,Sembcorp Completes Acquisition of Alinta Energy for $4.5 Billion,closed
2026-06-12,Aspire Biopharma,Dura Driver Control Systems,$30 million,Consumer Discretionary,2,citybiz,https://news.google.com/rss/articles/CBMiygFBVV95cUxOcjQ2Z2hLXy0yR1Z5ZjliUFA5R3pqMmpKRS0tWGJVU0NMaXpwaGduYnAxY2J5QWZoVFh5OGtzb0h5VGNFXzFSUDR5d2lfMWFGTW9SUWpDSXFESUhiV0l1dWlHSnoxM3ZxVkszQ0ZKN0Q5SVQzVm1KcWxpNUJnRTd5a24xRWpXSmh3N0N2U3lXYXNJRldya1BEb2VFVFNtRUpTZkZNVHJNcktaN2NobEFVaFVoRFZTX0JmZDE3SlRsalk3YW1Nc2kxVHpR?oc=5,Aspire Biopharma Signs Agreement to Acquire Automotive Supplier Dura Driver Control Systems,closed
2026-06-12,Triple Flag Precious Metals,Gold Stream (Australia),$440 million,Materials,3,marketscreener.com,https://news.google.com/rss/articles/CBMi5gFBVV95cUxPY2NYcngwdkVPQjBCTTFZNXVIdEtaeUtabG1GNUs2a2hjRjZ1OUZiRmdPQzhPR2l6Z3FjX1dlUWl3UEVjMWlNWG9UaHo2dkVjc3ZqWEtUeTBKZDB1X2Q4MmhnZnVTYjNVXzBYMWtvVWNQZGVIYV9DODhjanphS095WDI4cDQ1MW5FZ2RnaTV0d1NGSkNXWU90VDludHp0R1A4a3M5clEwMlU4eW5lLV9LOWhNVjFWRGxnTVk2VThKb09lS1YwWlVkaUppZk1CODdPQzBiS2dPZXJXejFJTWN0WG9RVl91QQ?oc=5,Triple Flag Precious Metals Says Unit Agrees to Acquire $440 Million Gold Stream in Australia; Raises 2030 Gold Output Guidance,closed
2026-06-12,Metaplanet,Siiibo Securities,$13 million,Financials,2,The Block,https://news.google.com/rss/articles/CBMiggFBVV95cUxPZ3owc214UkRVNG04SXFSYmJ2VklyVl9oNkdlczZoa1NOdUZJUVdoWGNnY1ROUTFPV1R4UXpJODVTT1psQkZ0TC1odmdJbFFjdzU2OWJLZzJPRThVaFBEVVdwZ000WC02U0tPNUEybVFCcWNSRmZzYzlJbDFQckY4ODJ3?oc=5,Metaplanet to acquire Siiibo Securities for $13 million to develop bitcoin-linked yield products,closed
2026-06-12,NLB,Addiko,,Financials,3,SeeNews,https://news.google.com/rss/articles/CBMimgFBVV95cUxQbTZoS2hCRWdQSE5CTW5HWWZSai01cFlXc0twYXFGYjIyVktOR1BfNXVhXzlVeENnM2pab2VnVlJMcHlRTUNfdTFURF9iUG9haHNPbGp5bTBWbWttaGJaTVJOQnE2S3hvQ0RzWlZKcUhlelo3eGVzQ0o1YWJRcGozQ0lEM0dJQjF5ZkJyZWphZF93LUxmZVFnZHN3?oc=5,Slovenia's NLB raises takeover bid for Addiko in race with RBI,pending
2026-06-12,Glenstone,Alternative Income REIT,£56 million,Real Estate,2,Estates Gazette,https://news.google.com/rss/articles/CBMipAFBVV95cUxNZFJVOTlqcm9Mdm8zcGJfd1VEYmRZSGlvZG5iREF0dFVlREJURnBvQXYyZGVKNjJ6YUdVS1JDT0RKMElmR1NnZ0lzU0dLSHR3THFhWkJkVTcyQmxySFV5M1FGel9JX0l6dFR3YjVBMXFWSlZZbzBFRTdkWlQ4cWJXaGJFbmZ4a0t4ZktGWGNmVFVfXzdEVXIyY240RVRZRkxqV3I3Qw?oc=5,Glenstone launches £56m takeover bid for Alternative Income REIT,pending
2026-06-12,NS Shopping,Homeplus Express,,Consumer Staples,3,조선일보,https://news.google.com/rss/articles/CBMijgFBVV95cUxPTkFhZWVqREpSR3RVWERXc2dUTHBKN0MzOGlYclVicktOTWdKcGdBbmttT2RDRkJQeTFRaXd3VEZZc3FQNkdYZE1Kb0IyUjlxbmJZRW9ULVdwTk5kcFpUMm1JTTlGalFnamVsNlZGVll1bTI1ajlxaDJ1dFdXeUlsY1Y2WDQ0UmVMR1l0OFRR?oc=5,Korea Fair Trade Commission Clears NS Shopping-Homeplus Express Deal,pending
2026-06-12,Xingye,Far East Gold,$38.2M,Materials,2,Proactive financial news,https://news.google.com/rss/articles/CBMi7AFBVV95cUxQdkllWndJdlZhYlR3NTBTcWc4R1RwaGc4S3N3ZkRsTW05b3BXME9BTG96ZWFjTS1FQUgwNkNoRjdvaVBqQXZMZDF6N2dEaWhvdTJnR2owcVdnYlpRZXdDOWI3d0l1N2I3MF9jOXRTNnNlMjc4UHM1T3lkSzhmc2lfNU9MMEtPTGZmZVRvSXF2OEphT1RBYlJrQ2tUNjVnYWF6TUlDelBZZHRYNzJ5cmszanB1UkFjcUUxem5fSXhCZlZKTmY2NXJlOTZSQ1ZYT1F4Qk55d0gxZzdPb1Z6ZlpnSmdwU2h2d1hhM1hvOQ?oc=5,Far East Gold urges shareholders to take no action on unsolicited Xingye takeover bid,pending
2026-06-12,Adyen,Orb,US$335 million,Financials,3,Fintech Singapore,https://news.google.com/rss/articles/CBMibkFVX3lxTE03RVFqLTJ1cG1TQml2WVA2Z05BSXZNYjRvWVgyVkIyaG1Ddkhsblo5aHVLclFRTVVWRFNSQ1lEcWxTa2VoQjV6MlhBbmlVdW00M2RIYTVqNXF1bGQ1VEhNSUstU0xyTGt0SWtJLWVB?oc=5,Adyen to Acquire Orb for US$335 Million in Enterprise Billing Push,closed
2026-06-12,NextEra Energy,Dominion Energy,$67 billion,Utilities,5,eciks.org,https://news.google.com/rss/articles/CBMiekFVX3lxTFByZUM1U1N0MkVjS3lfWHF6V0JXeGdJeFV0MWotWG1CR0Fpa3FPZmo4b0FfMl9Hc2NLMHNyWVNvN09QbkgyeURuVDYzOWk1ZkFQaThCUFJpWUUyY2o1c2FOSVpuWFhNb1lsSS1adWZYS21jY05ib1g0S1Z3?oc=5,Dominion Energy to be acquired by NextEra in $67B all-stock deal,closed
2026-06-12,Synergy Metals Corp.,Element79 (spin-out/merger),,Materials,2,TradingView,https://news.google.com/rss/articles/CBMihgNBVV95cUxOMGh5RzByNC1rWnhzRUs4R01mVE9qVFA5ZjdoZnk5MjhJRFg0MjlCSGRuZmdCeUtiMXQ1RU5YRVhsUnl1WXBXblJnRXo5U043dmxCa1BTeGEtN0RYek5wYm9TVmxBWm1mUlFOa0Ftd2RQVGlQd3QtM0ROWUlOUnhIZENCRUI3bUg3cEctNGFxVnYwR3l5NlNERGlKaTVZZWpldktpWDdkS1pVVllFajhOZlppNnFpQ0dpMEJfTW5DZkw1aEVyVERPckxYbWhwaG1ubG9RazdnWVF2bjZFVEpqbk5WR1NacVVPN2xuMUQ3aVJ6OF9PRjQ5QkJ6M3FjYW5JOVBQTlprZ3VEdDlwRUFMaUFta3dvVDM2SV9VMWtkTTVjaUk0b29rcjFEY2RVdnU0aFJZcFhLTG91dHFlNkQzQUthNy03ZnlQYUl4QTM5ZzNBcnAzbjh2SGpTLTdxLUVyZ1FCQ3E3OTdHaFJhTloxTE9yRk4xS0JuYUxvS1lmS3pzVUF3MHc?oc=5,"Element79 Announces Extension to Proposed Spin Out and Merger, Mailing of Meeting Materials for Special Meeting in Connection with Previously Announced Plan of Arrangement with Synergy Metals Corp.",pending
2026-06-12,,,,,3,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/723254/000095010326008890/dp248355_8k.htm,[8-K] CINTAS CORP  (CTAS)  (CIK 0000723254),pending
2026-06-12,,,,,3,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/717954/000114036126025000/ef20075767_8k.htm,[8-K] UNIFIRST CORP  (UNF)  (CIK 0000717954),pending
2026-06-12,,,,,3,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1618563/000119312526269503/d92293ddefm14a.htm,"[DEFM14A] National Storage Affiliates Trust  (NSA, NSA-PA, NSA-PB)  (CIK 0001618563)",pending
2026-06-12,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1289047/000147793226003844/aipg_8k.htm,[8-K] AI Technology Group Inc.  (CIK 0001289047),pending
2026-06-12,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1009891/000121390026068306/ea029403901ex10-1.htm,[8-K] AIR INDUSTRIES GROUP  (AIRI)  (CIK 0001009891),pending
2026-06-12,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/791908/000119312526269734/d143305dex991.htm,"[8-K] XOMA Royalty Corp  (XOMA, XOMAO, XOMAP)  (CIK 0000791908)",pending
2026-06-12,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1638290/000119312526269732/d151058d8ka.htm,"[8-K/A] MasterCraft Boat Holdings, Inc.  (MCFT)  (CIK 0001638290)",pending
2026-06-12,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1633931/000110465926073501/bld-20260611x8k.htm,[8-K] TopBuild Corp  (BLD)  (CIK 0001633931),pending
2026-06-12,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/39311/000003931126000051/ibcp-20260611.htm,[8-K] INDEPENDENT BANK CORP /MI/  (IBCP)  (CIK 0000039311),pending
2026-06-12,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/842517/000084251726000138/isba-20260612.htm,[8-K] ISABELLA BANK CORP  (ISBA)  (CIK 0000842517),pending
2026-06-12,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1236275/000095014226001746/eh260793220_ex9901.htm,"[8-K] QXO, Inc.  (QXO, QXO-PB)  (CIK 0001236275)",pending
